start_time,end_time,wav_file,emotion,val,act,dom,text
232.42,233.98,Ses04F_impro08_F022,xxx,3.5,3.5,2.5,Wait. But I-
236.34,238.73,Ses04F_impro08_F023,ang,4,3.5,3,But I'm giving you what you want.
242.92,247.39,Ses04F_impro08_F024,fru,4,2.5,2.5,"Okay.  If that's what you want, you want to go to the next person?"
247.63,249.91,Ses04F_impro08_F025,fru,4,3,3,Okay.  Great.
9.83,19.98,Ses04F_impro08_M000,fru,2.5,2.5,3,"Yeah, um.  I have been trying to reach somebody who will refund, uh, my money."
20.01,25.66,Ses04F_impro08_M001,neu,2.5,2,3,"Um, I basically, um I- I ordered some food"
25.66,34.39,Ses04F_impro08_M002,fru,2.5,2,3,um and everything was pretty much uh- uh- just not done right. All the orders were messed up.
36.69,45.03,Ses04F_impro08_M003,fru,2.5,2.5,3.5,"Yes, I did and that didn't- I got through to, like, one operator and she sent me to like three others"
45.03,53.67,Ses04F_impro08_M004,xxx,2.5,3,3.5,and now I'm talking to you.  And all I want is my money back.  That's all I'm asking for. It's not much.
53.69,59.65,Ses04F_impro08_M005,fru,2.5,3,3,"If you could just give me that, then I will leave you alone. And just- if i could also- What?"
64.8681,67.2,Ses04F_impro08_M006,xxx,2.5,2.5,3,"Yeah, Beverley Hills."
71.6247,77.83,Ses04F_impro08_M007,fru,2.5,3,3.5,The food was prepared incorrectly.
77.8429,79.99,Ses04F_impro08_M008,fru,2.5,3,3,I asked for no tomatoes.
79.99,87.16,Ses04F_impro08_M009,xxx,2.5,2.5,3.5,"I asked for no tomatoes on six tacos.  I got tomatoes and onions on all of them,"
87.19,92.09,Ses04F_impro08_M010,xxx,2.5,2.5,3.5,"Um, hairs were found in three out of the six."
94.78,104.75,Ses04F_impro08_M011,xxx,2.5,3,3.5,"Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that."
118.44,124.42,Ses04F_impro08_M012,neu,2.5,2.5,2.5,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars."
129.45,138.09,Ses04F_impro08_M013,ang,2,4,4,"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check."
138.12,144.3546,Ses04F_impro08_M014,ang,2,4.5,4,"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now"
144.38,155.93,Ses04F_impro08_M015,ang,2,4.5,3.5,"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you."
157.06,163.64,Ses04F_impro08_M016,ang,2,4.5,4.5,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.
168.21,172.1,Ses04F_impro08_M017,ang,2,3.5,4.5,You're not going to call the other operator. You're not going to call the the other operator.
172.1,174.98,Ses04F_impro08_M018,ang,2.5,3.5,4.5,You're going to fill out a form on your desk
175,182.38,Ses04F_impro08_M019,ang,2.5,4,4.5,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.
188.47,189.8882,Ses04F_impro08_M020,fru,2,2,3.5,What's your name?
192.0421,193.2402,Ses04F_impro08_M021,xxx,2.5,2.5,3.5,Cinnee?
194.34,197.29,Ses04F_impro08_M022,ang,2,3,4,Cindy?  Cindy what?
199.08,205.64,Ses04F_impro08_M023,ang,1.5,4,4.5,"Cindy, look.  If you don't get your ass a piece of paper that has a check"
205.64,209.57,Ses04F_impro08_M024,ang,2,4,4,"attached to it and you don't send it to me, I'm going to get very upset."
212.3573,215.88,Ses04F_impro08_M025,fru,2,2.5,3,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?"
215.88,219.74,Ses04F_impro08_M026,fru,2.5,2,3,"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want."
219.7715,226.06,Ses04F_impro08_M027,fru,2,2.5,3,Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.
226.08,229.71,Ses04F_impro08_M028,fru,2.5,3,3,"of getting my sixteen dollars back. It fine, no honestly."
229.86,238.77,Ses04F_impro08_M029,fru,2,3,3,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-"
238.81,243.21,Ses04F_impro08_M030,fru,2.5,3,3,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.
247.09,247.95,Ses04F_impro08_M031,xxx,2.5,2.5,3,Yes.
7.69,12.69,Ses04F_script01_1_F000,xxx,2,2.5,3.5,What's he going to say?  Maybe we should tell him before he sees it.
13.7264,18.0317,Ses04F_script01_1_F001,sur,2,3.5,3.5,How could he see it?  I was the first one up.  He was still in bed.
20.21,21.64,Ses04F_script01_1_F002,xxx,2,3,3,When?
28.1619,31.65,Ses04F_script01_1_F003,xxx,2.5,2.5,3.5,What was he doing out here at four in the morning?
37.1,39.46,Ses04F_script01_1_F004,sad,2.5,2.5,3,Did you talk to him?
43.83,46.26,Ses04F_script01_1_F005,xxx,2,2.5,3,He cried hard?
49.58,58.4511,Ses04F_script01_1_F006,fru,1.5,2.5,4.5,What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.
60.27,63.5161,Ses04F_script01_1_F007,xxx,2,3,4,He's getting just like after he died.
63.8201,65.78,Ses04F_script01_1_F008,xxx,2,3,4,What's the meaning in that?
71.5696,73.3931,Ses04F_script01_1_F009,sur,2,2.5,2.5,What?
77.32,79.6738,Ses04F_script01_1_F010,xxx,2,3,3.5,What do you mean dishonest?
85.28,87.62,Ses04F_script01_1_F011,ang,2,2.5,4.5,"What do you want to do, argue with him?"
103.24,105.01,Ses04F_script01_1_F012,ang,2,3.5,4.5,You can't say that to him.
105.64,108.7,Ses04F_script01_1_F013,ang,1.5,3.5,4,How are you going to prove it?  Can you prove it?
112.69,120.94,Ses04F_script01_1_F014,ang,1.5,4.5,4.5,To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?
122.19,128.67,Ses04F_script01_1_F015,ang,1.5,4,4.5,The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.
133.35,135.13,Ses04F_script01_1_F016,xxx,3,3,2.5,Why?
136.64,141.873,Ses04F_script01_1_F017,xxx,2,3.5,3.5,Well I got an idea but what's the story?
144.1523,146.85,Ses04F_script01_1_F018,neu,3,2,2.5,"Well that's only your business, Chris."
148.37,152.02,Ses04F_script01_1_F019,ang,2,4,4,What do you want me to do?  You're old enough to know your own mind.
153.5733,156.62,Ses04F_script01_1_F020,xxx,2.5,3.5,3.5,Well you want to make sure that father isn't going to-
157.9293,160.36,Ses04F_script01_1_F021,fru,2,4,4,I'm just saying.
170.02,174.4921,Ses04F_script01_1_F022,ang,2,3,4.5,I ignore what I got to ignore. The girl is Larry's girl.
176.05,181.5832,Ses04F_script01_1_F023,ang,1.5,3.5,4.5,"From father's point of view, he's not dead and you have no right to take his girl."
181.6339,190.35,Ses04F_script01_1_F024,ang,1.5,3.5,5,"Now you can go on from there and you know where to go, but I'm telling you I don't know where to go.  See I don't know.  Now what can I do for you?"
200.73,204.26,Ses04F_script01_1_F025,neu,3.5,2.5,3.5,You're a considerate fellow.  There's nothing wrong in that.
205.15,207.871,Ses04F_script01_1_F026,xxx,2.5,3,3.5,Did you ask Annie yet?
209.76,214.54,Ses04F_script01_1_F027,fru,2,4,4.5,How do you know she'll marry you?  Maybe she feels the same way father does.
224.36,227.35,Ses04F_script01_1_F028,fru,2.5,3.5,3.5,The trouble is you don't see enough women.  You never did.
228.13,230.8,Ses04F_script01_1_F029,ang,2,3,4,I don't see why it has to be Annie.
231.6,239.8824,Ses04F_script01_1_F030,ang,1,4.5,4.5,Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.
254.02,260.91,Ses04F_script01_1_F031,fru,2,4,4,"I don't want a diagram.  He thinks he's coming back, Chris."
261.0038,268.95,Ses04F_script01_1_F032,ang,1.5,3.5,4.5,You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?
270.3742,272.8,Ses04F_script01_1_F033,xxx,2,3.5,3,Just give it some more thought.
286.3292,287.98,Ses04F_script01_1_F034,xxx,2.5,3.5,4,What the hell is this?
290.77,293.319,Ses04F_script01_1_F035,ang,2,3.5,3.5,Are you crazy?
296.46,299.89,Ses04F_script01_1_F036,ang,1.5,4,4.5,You've got a business here.  What the hell is this?
300.77,303.21,Ses04F_script01_1_F037,ang,1.5,4,4,Must you be inspired?
318.5431,324.84,Ses04F_script01_1_F038,fru,2,3.5,4,You mean-tell me something you mean you'd really leave the business?
327.2044,330.8006,Ses04F_script01_1_F039,xxx,1.5,3.5,3.5,Well you don't want to think that way.
334.11,338.52,Ses04F_script01_1_F040,ang,2.5,3,4,Alright but don't think that way
338.62,343.99,Ses04F_script01_1_F041,ang,2,4.5,4,"because what the hell did we work for?  This whole shooting match is just for you, Chris."
346.2998,350,Ses04F_script01_1_F042,ang,2,3.5,4.5,But don't think that way.  You hear me?
352.08,355.113,Ses04F_script01_1_F043,xxx,1.5,3,3.5,I don't understand you do I?
357.7975,361.37,Ses04F_script01_1_F044,ang,3,3.5,3.5,Yeah.  I can see that.
12.2738,14.0809,Ses04F_script01_1_M000,neu,3,2.5,3.5,He saw it.
17.4239,20.58,Ses04F_script01_1_M001,xxx,3,3,3.5,He was out here when it broke.
21.14,28.8203,Ses04F_script01_1_M002,xxx,2.5,2.5,3.5,About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.
31.18,36.6,Ses04F_script01_1_M003,xxx,2,2,3.5,"I don't know.  When it cracked, he ran back into the house and cried in the kitchen."
38.89,43.43,Ses04F_script01_1_M004,sad,3,2.5,3,"No, I figured the best thing was to leave him alone."
46.46,49.9924,Ses04F_script01_1_M005,sad,2,3,3,I could hear him right through the floor of my room.
58.06,60.11,Ses04F_script01_1_M006,xxx,2.5,2.5,2.5,I guess he is.
65.04,71.8735,Ses04F_script01_1_M007,fru,2.5,3.5,4,"I don't know the meaning of this, mom.  But I know one thing you made a terrible mistake with dad."
72.8866,77.7997,Ses04F_script01_1_M008,fru,2,3.5,3.5,"Being dishonest with him, that kind of thing always pays off and now it's paying off."
79.17,85.64,Ses04F_script01_1_M009,ang,1.5,3.5,4,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?
87.22,92.54,Ses04F_script01_1_M010,ang,2.5,3.5,4,I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.
93.26,103.95,Ses04F_script01_1_M011,xxx,2.5,3,4,"Why shouldn't he dream of him?  Walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we have no hope anymore, that we haven't had any hope for years now?"
104.31,106.2,Ses04F_script01_1_M012,ang,2.5,3.5,4.5,We've got to say it to him.
108.09,113.48,Ses04F_script01_1_M013,ang,1.5,4,4.5,For God's sake three years.  Nobody comes back after three years.  It's insane.
120.24,122.81,Ses04F_script01_1_M014,fru,2.5,3,3.5,Sit down mom.  I want to talk to you.
127.56,133.83,Ses04F_script01_1_M015,fru,2,4,4,"Alright, alright, alright.  Listen. You know why I asked Annie here don't you?"
134.85,136.9599,Ses04F_script01_1_M016,neu,3,3.5,4,You know why.
141.3158,144.5575,Ses04F_script01_1_M017,neu,3,2.5,3.5,I'm going to ask her to marry me.
146.26,148.93,Ses04F_script01_1_M018,fru,1.5,3,4.5,You know it's not only my business.
151.33,154.0798,Ses04F_script01_1_M019,fru,2,3.5,3.5,Then it's alright.  I'll go ahead with it.
155.29,158.4,Ses04F_script01_1_M020,ang,2,3.5,4.5,Then it isn't just my business.
160.08,166.388,Ses04F_script01_1_M021,ang,1.5,4,4,Sometimes you infuriate me.  You know that?  Isn't it your business too if I tell this to father and he throws a fit about it.
166.43,170.47,Ses04F_script01_1_M022,ang,2,3,3.5,Sometimes you have a- Sometimes you have a talent for ignoring things.
174.0363,176.6195,Ses04F_script01_1_M023,fru,2,2.5,4.5,She's not Larry's girl.
190.29,201.51,Ses04F_script01_1_M024,fru,2,2,4.5,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life time after time after time."
203.2,205.693,Ses04F_script01_1_M025,ang,1.5,3.5,4,To hell with that.
207.42,210.3529,Ses04F_script01_1_M026,sad,2.5,2,3,I wanted to get this settled first.
214.18,220.13,Ses04F_script01_1_M027,fru,1.5,3,4.5,"Well if she does, then that's the end of it.  From her letters, I think she's forgotten him.  I'll find out."
220.1792,224.57,Ses04F_script01_1_M028,ang,2,4,4,"and then we'll thrash it out with dad, right mom.  Don't avoid me."
226.66,228.92,Ses04F_script01_1_M029,ang,2,4,4,So what I'm not fast with women.
230.3,232.02,Ses04F_script01_1_M030,ang,1.5,3.5,4.5,Because it is.
239.7304,247.12,Ses04F_script01_1_M031,xxx,2,2,3,I can't help it.  I know her best.  I was brought up next door to her.
247.3787,254.64,Ses04F_script01_1_M032,sad,2.5,2.5,3.5,"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?"
268.56,270.8807,Ses04F_script01_1_M033,xxx,2.5,2.5,3,Alright then mom.
271.93,278.0668,Ses04F_script01_1_M034,ang,1.5,3.5,4,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry"
278.1,285.8733,Ses04F_script01_1_M035,fru,2.5,3,4.5,"and everything would be happy and we would have a regular wedding.  But if that can't happen here, then I'll have to get out."
287.61,291.31,Ses04F_script01_1_M036,xxx,3,2.5,3.5,"I'll get out.  I'll get married and live someplace else, maybe New York."
292.63,296.89,Ses04F_script01_1_M037,xxx,2,2.5,4,I've been a good son too long.  A good sucker I'm through with it.
298.91,301.54,Ses04F_script01_1_M038,ang,2.5,4,4,"The business, the business doesn't inspire me."
302.19,308.86,Ses04F_script01_1_M039,fru,1.5,3,4.5,"Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful."
308.89,319.3535,Ses04F_script01_1_M040,fru,2,3,5,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?
324.42,327.65,Ses04F_script01_1_M041,xxx,2.5,2,3.5,Yes on this I would.
330.1928,333.84,Ses04F_script01_1_M042,fru,2.5,2.5,3.5,Then you help me stay here.
343.4633,347.1102,Ses04F_script01_1_M043,fru,1.5,3.5,4.5,I know.  Just you help me stay here.
349.2,351.5675,Ses04F_script01_1_M044,xxx,2.5,2,3.5,I am thinking that way.
354.7078,358.2534,Ses04F_script01_1_M045,xxx,2.5,3,3.5,No.  I'm a pretty tough guy.
7.3127,9.8942,Ses04F_script01_2_F000,ang,2.5,3,3.5,Why did he invite her?
10.92,13.962,Ses04F_script01_2_F001,ang,2.5,3.5,3.5,It's been three years.  Why all of a sudden?
16.94,20.93,Ses04F_script01_2_F002,fru,2.5,3.5,3.5,Nobody comes seven hundred miles just to see.
31,34.22,Ses04F_script01_2_F003,xxx,2,3,3.5,She's not going to marry him.
35.63,38.7204,Ses04F_script01_2_F004,xxx,2.5,2.5,3.5,It's got that about it.
40.5402,43.71,Ses04F_script01_2_F005,ang,2,3.5,4.5,"What's going on here, Joe?"
45.2,48.39,Ses04F_script01_2_F006,ang,2,3.5,3,"No, line."
56.95,60.66,Ses04F_script01_2_F007,ang,2,3.5,4.5,"She's not his girl, Joe.  She knows she's not."
61.5,66.782,Ses04F_script01_2_F008,ang,2,4,4,Then why is she still single?  New York is full of men.  Why hasn't she married?
66.7973,71.45,Ses04F_script01_2_F009,ang,2.5,3.5,3.5,Probably a hundred people told her she's foolish but she's waited.
72.13,77.7008,Ses04F_script01_2_F010,ang,2.5,3.5,4,Because she knows what I know that's why.  She's faithful as a rock.
77.7161,82.9155,Ses04F_script01_2_F011,fru,2.5,3.5,4,"In my worst moments, I think of her waiting and I know again that I'm right."
85.43,92.96,Ses04F_script01_2_F012,fru,2,3.5,4.5,"Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother."
93.46,101.72,Ses04F_script01_2_F013,xxx,2,4.5,4.5,"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her.  I won't stand for any nonsense."
102.5357,105.85,Ses04F_script01_2_F014,fru,1,4.5,4.5,"Because if he's not coming back, I'll kill myself."
106.0376,111.82,Ses04F_script01_2_F015,xxx,1,4,4.5,"Laugh, laugh at me, but why did that happen the very night she came back?"
111.8487,120.61,Ses04F_script01_2_F016,ang,1,4.5,5,"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-"
121.4371,124.68,Ses04F_script01_2_F017,fru,1.5,3.5,4,"Believe with me, Joe.  I can't stand alone."
125.56,130.55,Ses04F_script01_2_F018,fru,2,4.5,4,Just last week a man showed up in Detroit missing longer than Larry.  You read it yourself.
132.18,135.02,Ses04F_script01_2_F019,fru,1.5,3.5,4,You above all have got to believe.  You.
135.73,138.16,Ses04F_script01_2_F020,fru,1.5,3.5,4,Just don't stop believing.
141.9,145.1403,Ses04F_script01_2_F021,fru,1.5,3.5,2,I can't help it.
9.49,11.5305,Ses04F_script01_2_M000,neu,3,3,2.5,Why does that bother you?
13.69,17.56,Ses04F_script01_2_M001,neu,3,2.5,2.5,Well maybe- maybe he just wanted to see her again.
20.4,27.037,Ses04F_script01_2_M002,xxx,2.5,3,3.5,What do you mean?  He was brought up next door to the girl his whole life.  Why shouldn't he want to see her again?
27.26,31.88,Ses04F_script01_2_M003,xxx,2.5,3.5,3.5,Don't look at me like that.  He didn't tell me anymore than he told you.
33.51,36.29,Ses04F_script01_2_M004,neu,2.5,2.5,2.5,How do you know he's even thinking about it?
38.1087,41.7177,Ses04F_script01_2_M005,xxx,3,3,2.5,Well so what.
43.36,45.32,Ses04F_script01_2_M006,fru,2.5,3.5,2.5,Listen kid.
47.6359,57.5912,Ses04F_script01_2_M007,neu,3,3,1.5,"Uh, Then why is she still-she's not his girl, Joe"
59.85,62.19,Ses04F_script01_2_M008,neu,2.5,3,3,You can't read her mind.
71.01,72.56,Ses04F_script01_2_M009,fru,2,3.5,3,How do you know why she waited?
82.42,85.88,Ses04F_script01_2_M010,fru,2.5,2.5,3,Look it's a nice day.  What are we arguing for?
92.23,93.9,Ses04F_script01_2_M011,fru,2,3.5,2.5,What do you want me to do?
101.4,103.1779,Ses04F_script01_2_M012,fru,2,3.5,3.5,But Kate-
120.27,121.81,Ses04F_script01_2_M013,fru,3,3,3,Calm yourself.
