,start_time,end_time,wav_file,emotion,val,act,dom,text,label
4173,33.5925,36.308,Ses03F_script01_2_M003,neu,3,3.5,3,Calm yourself.,0
4174,36.755,39.4018,Ses03F_script01_2_M004,neu,3.5,3.5,2.5,"Don't, don't laugh at me, don't laugh at me.",0
4175,42.0286,44.6116,Ses03F_script01_2_M005,fru,2.5,3.5,3.5,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",1
4176,47.3697,50.2592,Ses03F_script01_2_M006,neu,2,3,3,All right. All right. Calm yourself.,0
4177,62.2403,65.1005,Ses03F_script01_2_M007,neu,3,3,2.5,"You got to believe, believe with me because I can't stand all alone.",0
4178,83.3475,87.62,Ses03F_script01_2_M008,neu,3,2.5,2.5,Okay. Just calm yourself.,0
4179,94.09,95.92,Ses03F_script01_2_M009,neu,2.5,3.5,3,"No, you've got to believe.",0
4180,100.225,101.87,Ses03F_script01_2_M010,fru,2,2,3,"Believe, Joe. You above all people have got to believe.",1
4181,109.52,112.07,Ses03F_script01_2_M011,ang,1.5,4,4,"Why me, above all?",2
4182,114.69,117.18,Ses03F_script01_2_M012,fru,2.5,2.5,3,Huh?,1
4183,121.68,124.54,Ses03F_script01_2_M013,ang,3,4,4,Why me above all?,2
4184,126.19,127.82,Ses03F_script01_2_M014,ang,2.5,3,3.5,You got to keep believing.,2
4185,127.93,130.8225,Ses03F_script01_2_M015,ang,2,3.5,3.5,"Look at you, you're shaking.",2
4186,132.61,135.37,Ses03F_script01_2_M016,ang,2.5,3,4,I can't help it.,2
4187,135.53,137.66,Ses03F_script01_2_M017,ang,1.5,3.5,4,What have I got to hide?,2
4188,137.7,140.56,Ses03F_script01_2_M018,ang,1.5,3.5,5,"Huh? What the hell's the matter with you, Kate?",2
4189,6.9486,10.4025,Ses03F_script01_3_F000,hap,4,3.5,3,You're the only one I know that still loves his parents.,4
4190,14.0722,17.7377,Ses03F_script01_3_F001,hap,4,4,3,"Yeah. I know. It went out of style, didn't it?",4
4191,19.7179,24.3946,Ses03F_script01_3_F002,hap,4,3,3,"No, it's all right. There's nothing wrong in that, you know.",4
4192,26.775,30.6091,Ses03F_script01_3_F003,sad,3,3,3,It's really lovely here. The air is sweet.,3
4194,35.715,40.38,Ses03F_script01_3_F005,fru,3,3.5,3.5,No. I'm not sorry. It's-,1
4197,51.7594,55.8252,Ses03F_script01_3_F008,sad,2.5,3.5,3,"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",3
4200,86.0762,87.9089,Ses03F_script01_3_F011,hap,3.5,3,2.5,"you've been acting kind of, well, you know.",4
4201,87.93,91.2584,Ses03F_script01_3_F012,hap,3.5,3.5,3,What?,4
4202,101.8757,105.4359,Ses03F_script01_3_F013,hap,4,3,3.5,"Well, you've been embarrassed ever since I came.",4
4203,137.64,142.0699,Ses03F_script01_3_F014,hap,3.5,4.5,3.5,"Yes, I guess I have been. But it's going from me now.",4
4207,155.3925,157.4675,Ses03F_script01_3_F018,hap,4,3.5,3.5,"Yeah, they would. Especially your mom.",4
4210,186.2034,196.7365,Ses03F_script01_3_F021,hap,3,3.5,4,"Well, I mean,",4
4212,208.1754,214.7901,Ses03F_script01_3_F023,hap,3.5,3.5,3.5,"from her opinion, why else would I come here?",4
4214,223.455,227.1981,Ses03F_script01_3_F025,sad,2,3.5,2.5,I love you a great deal.,3
4215,229.1361,235.0347,Ses03F_script01_3_F026,sad,2,3.5,3.5,I-I love you. I have no imagination. That's all I know how to tell it.,3
4216,242.9345,246.3472,Ses03F_script01_3_F027,sad,2.5,3,3,"Well, I guess that's why I came.",3
4217,247.6743,251.8454,Ses03F_script01_3_F028,sad,2,3.5,3.5,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",3
4218,258.1442,260.0823,Ses03F_script01_3_F029,sad,3,2,2.5,I don't want to win you from anybody. I want you to be ready for me.,3
4219,261.9782,264.5272,Ses03F_script01_3_F030,sad,2,3.5,2.5,"I've been ready for a long, long time.",3
4220,266.044,269.3724,Ses03F_script01_3_F031,sad,2,2,3,Then he's gone forever. You're sure?,3
4221,388.0379,391.4295,Ses03F_script01_3_F032,sad,3,2,2.5,Look,3
4222,393.3676,401.9525,Ses03F_script01_3_F033,sad,2,4,4,I was almost married two years ago.,3
4224,414.7775,419.3842,Ses03F_script01_3_F035,hap,4,3.5,3,'Cause you started to write me.,4
4225,9.6272,14.6199,Ses03F_script01_3_M000,hap,4,3,3,You felt something that far back?,4
4226,24.1418,27.386,Ses03F_script01_3_M001,neu,3,3,2.5,Every day since.,0
4228,39.7096,41.8584,Ses03F_script01_3_M003,neu,2.5,3,3,"Well, I don't know, you didn't write until then and then when you did, what'd you say?",0
4229,49.6528,51.9069,Ses03F_script01_3_M004,neu,3,2.5,3,You always can be so ambiguous.,0
4231,65.1575,79.6931,Ses03F_script01_3_M006,hap,2.5,4,3,Give me-,4
4234,96.23,102.0864,Ses03F_script01_3_M009,hap,3.5,3,2.5,We're going to live now. I'm going to make you so happy.,4
4235,104.8461,107.7111,Ses03F_script01_3_M010,hap,4.5,2.5,2.5,"Not like that, you're not.",4
4236,107.7532,109.8387,Ses03F_script01_3_M011,hap,4.5,3,3.5,I kissed you.,4
4237,109.9441,113.0829,Ses03F_script01_3_M012,hap,4,2.5,3.5,"Like Larry's brother. Do it like you, Chris.",4
4238,114.3047,121.404,Ses03F_script01_3_M013,hap,4.5,3.5,3,What is it?,4
4239,121.5304,133.6645,Ses03F_script01_3_M014,hap,3,3,3.5,Let's drive somewhere. I want to be alone with you.,4
4240,133.7066,138.1825,Ses03F_script01_3_M015,hap,3,3,4,No. What is it? Is it your mother?,4
4243,153.9512,156.5844,Ses03F_script01_3_M018,hap,3.5,2.5,2.5,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",4
4244,156.905,159.34,Ses03F_script01_3_M019,hap,4,3,2.5,You should tell me.,4
4245,166.8436,169.2873,Ses03F_script01_3_M020,hap,4,2.5,3.5,I don't know where to start.,4
4246,169.4425,171.1525,Ses03F_script01_3_M021,hap,3.5,2.5,2.5,"But, Chris, it wouldn't work like this.",4
4248,196.6101,203.1616,Ses03F_script01_3_M023,hap,4,3,3.5,"Yeah, sure.",4
4249,206.9114,209.3129,Ses03F_script01_3_M024,hap,3,3.5,2.5,"Well, I lost them.",4
4250,219.7196,224.0125,Ses03F_script01_3_M025,sad,3.5,3,3,How many?,3
4251,226.3344,230.0841,Ses03F_script01_3_M026,neu,2.5,3.5,3,Just about all.,0
4252,233.9814,242.6817,Ses03F_script01_3_M027,sad,3.5,3,3,Geez.,3
4253,245.2517,248.2431,Ses03F_script01_3_M028,sad,3.5,3,2.5,It takes a little while to toss that off. Because they weren't just men.,3
4254,253.2779,259.2186,Ses03F_script01_3_M029,sad,2.5,3,3.5,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",3
4255,259.682,262.0525,Ses03F_script01_3_M030,sad,2,3,2.5,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",3
4256,263.5792,266.676,Ses03F_script01_3_M031,sad,2,2.5,3,"And I, and I thought something watching them go down.",3
4257,268.16,274.7232,Ses03F_script01_3_M032,sad,2.5,2.5,3.5,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",3
4258,274.7654,285.4669,Ses03F_script01_3_M033,sad,3.5,3,3.5,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,3
4259,285.5301,300.3818,Ses03F_script01_3_M034,sad,2,3.5,4,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,3
4260,300.6556,306.7648,Ses03F_script01_3_M035,sad,2,3,3.5,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,3
4261,306.8325,320.1207,Ses03F_script01_3_M036,sad,3,3,4.5,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",3
4262,320.205,331.3279,Ses03F_script01_3_M037,sad,3,4,4.5,"Otherwise, what you have here is loot; and there's blood on it.",3
4263,331.3911,342.535,Ses03F_script01_3_M038,sad,2,3,4,And I didn't want to take any of it.,3
4264,342.5982,356.8225,Ses03F_script01_3_M039,sad,1.5,4,4,And I guess that included you.,3
4265,356.86,376.6975,Ses03F_script01_3_M040,sad,1.5,3,4.5,And you still feel that way?,3
4266,376.775,381.1071,Ses03F_script01_3_M041,sad,2.5,3,3.5,"I want you now, Annie.",3
4267,381.1703,384.0985,Ses03F_script01_3_M042,sad,2.5,3,3.5,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",3
4268,384.1825,387.8904,Ses03F_script01_3_M043,sad,2.5,2.5,3,"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",3
4270,409.757,412.3271,Ses03F_script01_3_M045,hap,4,3,3,"Annie, I'm going to make a fortune for you.",4
4271,412.4925,415.803,Ses03F_script01_3_M046,hap,4.5,2.5,3.5,What am I going to do with a fortune?,4
4272,24.0358,25.2521,Ses03F_script02_1_F000,sad,3.5,3,2.5,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",3
4275,60.2038,67.795,Ses03F_script02_1_F003,ang,2,4,4,Fine.,2
4282,154.4974,157.2303,Ses03F_script02_1_F010,sad,2.5,3,3.5,"Oh, well, sure.",3
4283,157.9,160.6514,Ses03F_script02_1_F011,sad,2,3,4,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",3
4284,179.0875,185.6825,Ses03F_script02_1_F012,ang,2,3.5,4.5,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",2
4285,200.965,207.7425,Ses03F_script02_1_F013,fru,1,4,4.5,We should have brought our flashlight. I can't believe we forgot to bring it.,1
4286,208.86,211.087,Ses03F_script02_1_F014,fru,2,2,2.5,I hope the moon stays out.,1
4289,252.4348,262.5768,Ses03F_script02_1_F017,fru,1.5,4,4.5,Are you cold? Do you want my jacket?,1
4290,265.89,271.4636,Ses03F_script02_1_F018,fru,1.5,4.5,4.5,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",1
4294,2.77,11.24,Ses03F_script02_1_M000,exc,4,4,4.5,I'm cold.,5
4295,11.3,14.66,Ses03F_script02_1_M001,exc,4,3,4,Do you want my jacket?,5
4296,14.6975,24.2225,Ses03F_script02_1_M002,exc,4,4,4,"It's past eleven, let's go home.",5
4297,24.91,33.1075,Ses03F_script02_1_M003,exc,4.5,4.5,4.5,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,5
4298,33.2025,40.2425,Ses03F_script02_1_M004,exc,4,4,4,There is no point in coming down here.,5
4299,40.2825,47.7946,Ses03F_script02_1_M005,exc,3,4.5,4,Right.,5
4300,48.04,53.4627,Ses03F_script02_1_M006,exc,3.5,4,4,That's my point.,5
4303,76.16,80.3025,Ses03F_script02_1_M009,exc,3,4,3,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",5
4304,80.395,84.0707,Ses03F_script02_1_M010,exc,3,3,3.5,"I mean, don't you want to see it?",5
4305,84.1517,90.8522,Ses03F_script02_1_M011,exc,3,3,3,Not particularly.,5
4307,95.3325,100.577,Ses03F_script02_1_M013,exc,2,4,4,I don't know. I just don't.,5
4308,100.7513,109.765,Ses03F_script02_1_M014,exc,3,3.5,4,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",5
4309,109.83,119.8003,Ses03F_script02_1_M015,exc,4.5,4.5,4,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,5
4310,119.885,125.7923,Ses03F_script02_1_M016,exc,3.5,3,3.5,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,5
4311,127.4725,130.2863,Ses03F_script02_1_M017,neu,3.5,3,2.5,"I mean, this is the big night for these guys. Life's last orgy.",0
4313,139.8817,141.6834,Ses03F_script02_1_M019,neu,3.5,3,3,"Yeah, they do.",0
4314,142.1085,144.4425,Ses03F_script02_1_M020,neu,3,3.5,3.5,"Oh, God, Augie.",0
4315,145.2867,152.2425,Ses03F_script02_1_M021,exc,1.5,4.5,3.5,"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",5
4316,152.29,155.2425,Ses03F_script02_1_M022,neu,2.5,3,3,"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",0
4317,156.3396,158.5056,Ses03F_script02_1_M023,neu,3,3,3,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",0
4328,270.18,277.0913,Ses03F_script02_1_M034,fru,2.5,4,4,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,1
4330,282.2533,290.5329,Ses03F_script02_1_M036,exc,3.5,4,4,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",5
4332,303.3267,314.3188,Ses03F_script02_1_M038,exc,3,4,5,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",5
4333,314.3795,327.0721,Ses03F_script02_1_M039,exc,3,4,5,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",5
4334,327.1329,335.12,Ses03F_script02_1_M040,exc,4,4,5,"Yeah, that's the wind.",5
4335,335.1725,344.9875,Ses03F_script02_1_M041,exc,4,3.5,5,So what do you think?,5
4336,345.0483,354.92,Ses03F_script02_1_M042,exc,4.5,5,5,About what?,5
4338,360.635,362.95,Ses03F_script02_1_M044,neu,3,3,2.5,It's ridiculous.,0
4339,8.5564,11.2227,Ses03F_script02_2_F000,neu,3,2,2,So what do you think?,0
4344,50.8534,57.2675,Ses03F_script02_2_F005,ang,1.6667,4.3333,3.6667,"It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",2
4345,58.6826,66.7057,Ses03F_script02_2_F006,fru,2,3.3333,3,"Well, I'm not the only one. Look at all these people.",1
4347,85.8303,90.9205,Ses03F_script02_2_F008,fru,2,3,3,Are we talking about the same thing?,1
4351,106.5325,114.0475,Ses03F_script02_2_F012,ang,1.6667,3.3333,3.6667,"Okay, then what's bugging you?",2
4352,115.3925,117.7773,Ses03F_script02_2_F013,fru,2,3.3333,2.3333,"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",1
4353,118.1651,128.2485,Ses03F_script02_2_F014,fru,2,3.3333,2.6667,"There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",1
4354,134.4075,137.9684,Ses03F_script02_2_F015,fru,1.3333,4,3.3333,It's not like that.,1
4355,164.0738,169.2125,Ses03F_script02_2_F016,sad,3,2,2.3333,We're not seeing the grunions?,3
4356,169.2852,172.4847,Ses03F_script02_2_F017,sad,3.6667,2.6667,2.6667,"Look, Augie, we've never seen them. They're never going to come.",3
4357,172.6059,176.3145,Ses03F_script02_2_F018,sad,3.6667,2.3333,2,We missed them twice. That's not ever.,3
4358,176.405,183.1256,Ses03F_script02_2_F019,hap,4,2.6667,2.3333,Twice is as many times as we've tried. That's ever.,4
4359,183.1975,189.5732,Ses03F_script02_2_F020,hap,4,2.3333,2.3333,We'll see them this time.,4
4360,189.6702,195.9965,Ses03F_script02_2_F021,hap,4,3,2.3333,"No, we won't.",4
4361,196.0935,202.0805,Ses03F_script02_2_F022,sad,3.6667,2.3333,3,"It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?",3
4362,205.0619,210.275,Ses03F_script02_2_F023,hap,4.3333,3.6667,2.6667,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,4
4363,224.0411,227.1921,Ses03F_script02_2_F024,sad,2.6667,2.3333,2,"God, I thought you wanted to see it.",3
4364,227.2925,229.9796,Ses03F_script02_2_F025,sad,2.3333,2.3333,2,I do.,3
4365,234.9486,237.7436,Ses03F_script02_2_F026,sad,2.3333,2.3333,2,"Look, I did. I always do. But it's like every time I try nothing ever happens.",3
4366,239.2147,241.1296,Ses03F_script02_2_F027,sad,2.3333,1.6667,2,It's just fish. Nothing to get traumatized over.,3
4367,242.4142,245.0563,Ses03F_script02_2_F028,sad,2,1.3333,2,"For God's sake, Augie, this is not about fish.",3
4368,246.147,248.5467,Ses03F_script02_2_F029,fru,2,3,3,"I've been turning this thing over in my head trying to figure out when the point was when we took a turn for the worse, and I can't seem to pinpoint it.",1
4369,250.27,252.1098,Ses03F_script02_2_F030,fru,1.6667,3.3333,3.3333,"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",1
4370,253.0551,255.1639,Ses03F_script02_2_F031,ang,1.6667,4,4,"And so I'm getting the animals, putting the animals out in the yard. I'm putting on my jacket, getting the car out of the garage-",2
4371,256.2305,258.1359,Ses03F_script02_2_F032,fru,2,3,3,Do you remember the last time we came here?,1
4372,264.5325,268.6651,Ses03F_script02_2_F033,fru,1.6667,4,3,We thought I was pregnant.,1
4373,303.8601,307.7868,Ses03F_script02_2_F034,fru,2.3333,3.6667,3,You brought a bottle of champagne.,1
4374,308.417,312.78,Ses03F_script02_2_F035,ang,2,3.6667,3.6667,We took off our shoes and we danced barefoot in the sand. Under the moon.,2
4375,313.386,318.235,Ses03F_script02_2_F036,sad,1.6667,3,2.6667,And you whispered so intimately in my ear so I could feel your words.,3
4377,326.4993,330.3533,Ses03F_script02_2_F038,sad,2.3333,3.6667,2,"I told myself finally, this is how happy I'm supposed to be.",3
4378,332.0258,344.2665,Ses03F_script02_2_F039,sad,2.3333,3,2.3333,Wait a minute. I got it.,3
4379,347.1509,349.395,Ses03F_script02_2_F040,sad,2.3333,2.6667,2.3333,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,3
4380,352.0775,357.4525,Ses03F_script02_2_F041,fru,2,3.6667,2.6667,"It was driving past the Knickerbocker Liquor Locker, right? You said let's get some champagne, and I said time's-a-wasting or something like that.",1
4381,358.0343,367.7541,Ses03F_script02_2_F042,fru,2,3.3333,2.6667,"You want this to be like the other time, right? That's it. Right?",1
4382,373.4745,381.5461,Ses03F_script02_2_F043,hap,3,2.3333,2.6667,I don't want to remember something.,4
4383,390.3933,394.2473,Ses03F_script02_2_F044,hap,3.3333,2,2,Hope for some things.,4
4384,394.3443,398.0771,Ses03F_script02_2_F045,hap,4,2.3333,2.3333,"Right. I got it. Of course. Listen, do you want to dance?",4
